H_Stride Length,H_Toe Height,H_Stride Duration,H_Swingphase Duration,H_Stancephase Duration,F_Stride Length,F_Toe Height,F_Stride Duration,F_Swingphase Duration,F_Stancephase Duration
3.9867,0.89975,0.6125,0.1375,0.475,1.829,0.71205,0.3875,0.1,0.2875
4.3359,0.75225,0.5,0.1125,0.3875,2.542,0.6204,0.475,0.05,0.425
2.9973,0.700625,0.7375,0.1,0.6375,3.131,0.3243,0.275,0.05,0.225
3.9867,0.60475,0.6,0.1125,0.4875,4.092,1.16325,0.875,0.1125,0.7625
5.4417,0.649,0.875,0.15,0.725,3.72,0.564,0.4625,0.0875,0.375
5.6745,1.8585,1.3,0.1375,1.1625,3.131,0.50055,0.425,0.1,0.325
6.7803,0.390875,1.2375,0.35,0.8875,2.79,0.3384,0.5125,0.0875,0.425
5.4417,0.98825,0.45,0.15,0.3,3.534,0.45825,0.6125,0.2125,0.4
2.619,0.921875,1.025,0.15,0.875,3.317,0.8319,0.5125,0.05,0.4625
1.9497,1.062,0.8625,0.1625,0.7,4.34,0.8178,0.6375,0.0875,0.55
4.4814,1.3865,1.5875,0.1,1.4875,3.286,1.47345,0.5875,0.275,0.3125
4.2486,2.22725,1.075,0.125,0.95,1.581,0.846,0.475,0.0625,0.4125
3.8994,1.452875,0.875,0.2,0.675,3.007,0.86715,0.5375,0.05,0.4875
5.4708,0.7375,0.55,0.1375,0.4125,7.099,1.2126,0.7125,0.125,0.5875
1.8333,1.556125,0.6125,0.1625,0.45,4.836,0.987,0.5625,0.075,0.4875
3.8703,1.534,0.95,0.1,0.85,2.697,0.4794,0.5,0.05,0.45
5.4126,0.649,0.975,0.125,0.85,3.131,0.6486,0.3625,0.1125,0.25
5.1507,0.4425,0.35,0.125,0.225,3.007,0.6486,0.425,0.075,0.35
5.4126,0.885,0.45,0.1375,0.3125,3.534,0.66975,0.3125,0.0625,0.25
9.393,1.128,0.8125,0.1375,0.675,3.007,1.1562,0.5875,0.1,0.4875
6.324,1.37475,0.9,0.1125,0.7875,4.557,1.41,0.725,0.0625,0.6625
6.324,1.8894,0.8625,0.1125,0.75,5.456,1.30425,0.6375,0.0875,0.55
6.417,1.72725,0.925,0.125,0.8,4.154,1.29015,0.925,0.125,0.8
7.719,1.47345,0.9125,0.125,0.7875,3.906,1.14915,0.7,0.075,0.625
6.572,1.48755,0.9375,0.1,0.8375,4.278,1.2549,0.3875,0.125,0.2625
7.006,2.36175,0.925,0.1875,0.7375,2.418,1.34655,0.6,0.0625,0.5375
7.936,1.62855,1.2125,0.15,1.0625,3.782,1.12095,0.325,0.0875,0.2375
7.967,1.19145,0.9375,0.1875,0.75,2.945,1.31835,0.775,0.075,0.7
6.231,2.0022,0.9,0.125,0.775,4.743,1.05045,0.8375,0.15,0.6875
7.285,2.6508,0.8,0.125,0.675,5.27,0.69795,0.6875,0.175,0.5125
9.145,1.52985,1.05,0.1625,0.8875,6.045,0.69795,0.6625,0.1625,0.5
7.037,1.6074,1.4,0.1375,1.2625,2.883,1.3677,0.7625,0.075,0.6875
9.114,1.26195,0.925,0.175,0.75,6.634,1.0575,0.5125,0.2125,0.3
6.386,1.4946,0.6875,0.1,0.5875,1.767,1.16325,0.6125,0.075,0.5375
5.208,1.7061,0.75,0.1,0.65,4.495,1.52985,0.3,0.075,0.225
4.464,1.6356,1.05,0.1125,0.9375,1.829,1.0152,0.6125,0.1,0.5125
6.51,0.71205,0.5125,0.1,0.4125,3.038,1.02225,0.325,0.0625,0.2625
4.464,2.03745,1.25,0.1125,1.1375,4.588,0.97995,0.6125,0.1625,0.45
8.773,0.61335,0.55,0.125,0.425,3.069,1.52985,0.7,0.05,0.65
5.363,1.58625,0.925,0.325,0.6,4.247,0.8178,0.725,0.175,0.55
3.689,1.5369,0.85,0.175,0.675,4.123,1.3818,0.4625,0.0625,0.4
5.983,1.7061,0.575,0.1125,0.4625,5.611,0.72615,0.775,0.2125,0.5625
2.759,1.45935,0.575,0.0875,0.4875,3.627,0.9306,0.6875,0.0875,0.6
6.076,0.9588,0.5875,0.075,0.5125,3.472,0.7896,0.7125,0.075,0.6375
4.991,1.4664,0.8,0.175,0.625,6.014,1.05045,0.8,0.2,0.6
6.448,1.45935,0.675,0.0875,0.5875,4.464,0.7614,0.8,0.2125,0.5875
3.441,1.43115,0.825,0.125,0.7,5.704,1.00815,0.6875,0.125,0.5625
5.425,1.21965,1,0.0875,0.9125,4.03,0.89535,0.8625,0.125,0.7375
5.735,1.85415,0.5875,0.2,0.3875,4.588,0.90945,0.475,0.075,0.4
3.937,1.2972,0.7625,0.1375,0.625,4.619,0.987,0.625,0.125,0.5
4.371,1.43115,0.575,0.1,0.475,3.999,1.17735,0.625,0.1,0.525
4.34,1.6356,0.7125,0.0875,0.625,4.123,1.44525,0.75,0.1125,0.6375
3.906,1.60035,0.925,0.075,0.85,4.309,0.43005,0.6375,0.175,0.4625
5.115,0.9306,1.025,0.1,0.925,4.495,1.0152,0.7125,0.1375,0.575
4.185,1.61445,1.0875,0.0625,1.025,4.309,0.9165,0.4875,0.1375,0.35
10.54,1.67085,1,0.375,0.625,4.929,0.9729,0.875,0.125,0.75
5.983,2.48865,1.35,0.175,1.175,4.03,1.0152,0.6375,0.1125,0.525
6.386,1.14915,0.875,0.25,0.625,3.782,0.7332,0.7625,0.1,0.6625
6.479,1.67085,0.725,0.1875,0.5375,5.549,0.74025,0.775,0.1875,0.5875
4.774,1.02225,0.575,0.075,0.5,4.03,0.987,0.625,0.125,0.5
4.216,1.3113,0.7,0.125,0.575,3.844,0.93765,0.6,0.1,0.5
5.611,1.5933,0.7375,0.0875,0.65,5.456,0.7332,0.5,0.075,0.425
4.805,1.7625,1.1,0.25,0.85,3.844,0.96585,0.6875,0.1125,0.575
4.681,1.7343,0.8375,0.3,0.5375,3.534,0.7473,0.575,0.075,0.5
6.2,1.54395,1.0375,0.15,0.8875,4.154,0.705,0.6,0.1,0.5
5.146,1.4664,1.15,0.2875,0.8625,3.937,0.5922,0.425,0.15,0.275
6.882,0.88125,0.6125,0.175,0.4375,2.511,0.9165,0.575,0.1,0.475
5.735,1.06455,1.2125,0.1625,1.05,3.1,0.92355,0.5,0.1375,0.3625
4.681,0.50055,1.1125,0.1625,0.95,3.224,1.09275,0.6625,0.075,0.5875
8.401,1.31835,0.9375,0.1625,0.775,4.836,0.89535,0.5,0.125,0.375
5.456,1.09275,0.9875,0.225,0.7625,3.255,1.0152,0.375,0.075,0.3
5.456,1.81185,0.675,0.1,0.575,4.154,0.79665,0.6,0.175,0.425
6.2,1.7625,1.025,0.1125,0.9125,5.332,0.7473,0.625,0.1625,0.4625
5.456,1.3395,0.85,0.2125,0.6375,1.674,0.74025,0.6875,0.075,0.6125
5.828,1.69905,0.675,0.225,0.45,4.898,1.13505,0.6625,0.1,0.5625
7.13,0.96585,1.0125,0.1125,0.9,4.278,0.9447,0.6625,0.2,0.4625
5.363,1.3959,0.45,0.1375,0.3125,4.216,0.8742,0.6875,0.125,0.5625
1.581,0.4371,0.6625,0.1625,0.5,5.208,1.19145,0.8375,0.15,0.6875
5.735,1.2549,0.8375,0.1125,0.725,4.123,0.564,0.4875,0.1375,0.35
5.146,1.0152,0.85,0.0625,0.7875,3.627,1.1139,0.575,0.0625,0.5125
6.634,0.8601,0.8125,0.1375,0.675,3.1,1.5228,0.6875,0.05,0.6375
4.991,1.8894,0.65,0.1,0.55,5.177,1.0434,0.6,0.1375,0.4625
4.619,1.05045,0.3875,0.125,0.2625,3.41,1.02225,0.7,0.0875,0.6125
4.898,1.4241,0.9375,0.175,0.7625,4.123,0.52875,0.5125,0.1125,0.4
6.665,1.67085,1.0125,0.1625,0.85,5.053,0.99405,0.725,0.1125,0.6125
5.363,1.57215,0.8375,0.175,0.6625,3.565,1.0434,0.5375,0.075,0.4625
3.999,1.58625,1.0625,0.1125,0.95,4.805,1.0716,0.625,0.1375,0.4875
6.138,1.2408,0.9125,0.15,0.7625,4.154,1.551,0.6,0.0625,0.5375
5.952,1.6215,0.7,0.225,0.475,4.092,1.03635,0.675,0.0625,0.6125
5.642,0.8742,0.925,0.125,0.8,4.309,0.78255,0.4375,0.1,0.3375
7.0131,1.172625,0.7875,0.125,0.6625,3.193,1.13505,0.625,0.125,0.5
6.5766,1.364375,1.1375,0.125,1.0125,3.906,0.6204,0.6,0.1875,0.4125
7.2459,1.157875,0.925,0.125,0.8,4.216,1.62855,0.525,0.0625,0.4625
5.8491,1.2685,0.8,0.1,0.7,3.038,1.03635,0.4,0.05,0.35
4.9179,1.039875,0.9,0.125,0.775,2.449,1.41,0.5375,0.075,0.4625
6.4893,1.113625,1.1,0.0875,1.0125,3.844,0.9024,0.75,0.2,0.55
7.6242,1.18,1.0375,0.125,0.9125,4.619,0.8037,0.525,0.15,0.375
7.6242,1.187375,1.075,0.1,0.975,3.379,1.17735,0.675,0.075,0.6
5.4126,1.010375,0.8625,0.125,0.7375,2.728,0.8601,0.5875,0.0875,0.5
5.3253,0.944,0.8375,0.125,0.7125,4.867,1.0575,0.7125,0.15,0.5625
5.4126,0.980875,1.0375,0.125,0.9125,4.464,1.1985,0.65,0.1,0.55
7.857,1.349625,0.6625,0.1125,0.55,4.34,0.8319,0.475,0.1875,0.2875
5.7909,1.34225,1.625,0.1,1.525,1.736,1.1844,0.6375,0.15,0.4875
7.0422,0.892375,0.825,0.15,0.675,4.898,0.97995,0.55,0.15,0.4
6.4893,1.098875,1.8625,0.1375,1.725,2.852,0.9306,0.6,0.1375,0.4625
6.6639,0.6195,1.4,0.1,1.3,4.03,0.88125,0.6625,0.1375,0.525
6.2274,1.039875,1.35,0.15,1.2,3.968,1.4664,0.7375,0.05,0.6875
6.2856,1.5635,1.4,0.15,1.25,5.549,1.29015,0.5625,0.0625,0.5
5.6163,1.0915,1.1625,0.1,1.0625,4.619,1.10685,0.4875,0.1125,0.375
6.7512,1.231625,2.175,0.6,1.575,3.379,0.8319,0.575,0.1375,0.4375
6.6639,0.944,1.025,0.1,0.925,3.41,0.9306,0.6,0.1375,0.4625
5.6454,0.980875,1.55,0.1,1.45,2.852,1.0716,0.5375,0.1125,0.425
3.8412,1.231625,1.2625,0.125,1.1375,3.534,0.9729,0.55,0.1125,0.4375
7.5369,1.003,1.075,0.15,0.925,4.247,0.88125,0.4875,0.075,0.4125
4.6851,1.593,1.075,0.15,0.925,2.17,0.4794,0.4375,0.1,0.3375
7.0131,0.951375,0.3875,0.125,0.2625,2.635,0.96585,0.6625,0.0625,0.6
6.3147,1.5635,1.4125,0.425,0.9875,4.03,0.6486,0.55,0.1,0.45
5.82,0.69325,1.2125,0.1125,1.1,3.999,0.6909,0.55,0.125,0.425
5.6454,0.8555,1.025,0.1375,0.8875,3.038,0.8178,0.6125,0.05,0.5625
6.4311,0.944,0.85,0.1125,0.7375,4.526,0.64155,0.5375,0.1875,0.35
4.3359,1.298,1.475,0.5,0.975,2.387,1.692,0.4375,0.0625,0.375
4.7433,0.9145,1.425,0.175,1.25,2.511,0.66975,0.6875,0.1875,0.5
6.3147,1.143125,1.575,0.1375,1.4375,4.03,0.6768,0.5125,0.1125,0.4
5.8491,1.4455,0.7125,0.2625,0.45,4.929,0.83895,0.5375,0.1,0.4375
5.8491,1.19475,1.8125,0.1,1.7125,4.464,1.5087,0.8625,0.075,0.7875
6.324,1.5792,1.05,0.1,0.95,5.301,0.69795,0.5875,0.125,0.4625
7.068,1.5369,0.825,0.125,0.7,2.945,0.81075,0.3875,0.1,0.2875
4.991,0.99405,0.525,0.075,0.45,2.697,0.8742,0.75,0.1,0.65
4.34,1.45935,0.525,0.0875,0.4375,5.053,0.6768,0.6625,0.125,0.5375
3.41,1.03635,0.75,0.075,0.675,3.844,0.6486,0.5875,0.1,0.4875
5.952,2.17845,0.575,0.1,0.475,4.588,0.6204,0.6875,0.1,0.5875
3.007,1.2126,0.725,0.0875,0.6375,3.782,0.74025,0.675,0.1,0.575
5.58,1.3536,0.6875,0.1,0.5875,5.394,0.8178,0.6,0.1,0.5
5.301,1.19145,0.575,0.075,0.5,3.689,0.8178,0.6,0.0875,0.5125
5.022,1.45935,1.175,0.0875,1.0875,4.154,1.0716,0.775,0.125,0.65
6.851,1.974,0.775,0.1375,0.6375,5.053,1.05045,0.4625,0.1125,0.35
6.076,1.5792,0.375,0.1,0.275,2.015,1.128,0.7375,0.0875,0.65
3.906,1.27605,0.4,0.075,0.325,4.588,0.45825,0.6875,0.1375,0.55
3.348,1.2831,0.925,0.0625,0.8625,4.898,0.5781,0.775,0.175,0.6
7.781,1.02225,1.075,0.1125,0.9625,3.472,0.4089,0.725,0.25,0.475
8.959,1.7202,1.3125,0.125,1.1875,4.03,0.9729,0.525,0.2625,0.2625
6.417,1.06455,0.6,0.1,0.5,4.557,1.36065,0.825,0.1125,0.7125
4.371,1.3395,0.6875,0.0875,0.6,4.309,1.2126,0.8,0.1125,0.6875
4.991,1.1421,0.875,0.0875,0.7875,4.03,0.3948,0.5,0.2,0.3
6.138,1.4523,0.8125,0.1,0.7125,2.356,0.66975,0.7375,0.075,0.6625
5.921,1.4805,1.275,0.1,1.175,5.332,1.10685,0.65,0.0875,0.5625
5.797,1.833,1.0375,0.125,0.9125,3.131,0.86715,0.45,0.1375,0.3125
7.223,1.4805,1.0375,0.2125,0.825,2.883,0.40185,0.5625,0.075,0.4875
6.913,1.3536,1.3875,0.1125,1.275,3.503,0.58515,0.45,0.125,0.325
8.184,1.24785,1.275,0.1375,1.1375,3.472,0.97995,0.5375,0.1125,0.425
7.44,1.27605,0.8625,0.1375,0.725,2.945,0.9588,0.5125,0.1,0.4125
5.859,1.4946,1.4125,0.475,0.9375,2.883,0.6768,0.55,0.1,0.45
6.262,1.44525,0.725,0.1125,0.6125,3.937,0.8883,0.6375,0.075,0.5625
5.89,0.9306,0.725,0.1,0.625,3.751,0.75435,0.475,0.0875,0.3875
6.727,1.33245,0.875,0.125,0.75,3.255,0.7614,0.575,0.075,0.5
7.657,1.60035,0.5375,0.1,0.4375,4.216,0.59925,0.6375,0.1,0.5375
2.325,0.16215,1.0625,0.05,1.0125,4.96,1.1844,0.6875,0.1125,0.575
6.324,1.85415,0.65,0.1625,0.4875,3.999,0.8319,0.7,0.1125,0.5875
4.991,0.88125,0.5625,0.075,0.4875,6.014,1.0998,0.5625,0.0875,0.475
6.107,0.88125,0.525,0.0875,0.4375,2.976,0.93765,0.725,0.0875,0.6375
4.185,0.6486,0.5,0.0625,0.4375,5.518,1.02225,0.4875,0.0875,0.4
3.968,0.93765,0.525,0.075,0.45,2.79,0.9306,0.6625,0.075,0.5875
4.154,0.9729,0.7625,0.075,0.6875,5.518,1.1562,0.4375,0.075,0.3625
4.247,1.2267,0.375,0.0875,0.2875,2.17,0.987,0.6625,0.0875,0.575
4.96,1.07865,0.5875,0.075,0.5125,4.619,1.1421,0.525,0.075,0.45
4.061,1.4946,0.9125,0.1125,0.8,3.41,0.74025,0.675,0.1125,0.5625
5.642,1.6074,1.1,0.0875,1.0125,4.278,1.1562,0.6875,0.1,0.5875
6.603,1.68495,0.625,0.1,0.525,3.627,0.6345,0.65,0.1,0.55
4.061,1.0434,0.6875,0.1,0.5875,4.495,0.66975,0.7,0.2875,0.4125
5.549,1.75545,0.9,0.1,0.8,3.751,0.82485,0.5125,0.1125,0.4
6.82,1.128,0.825,0.1125,0.7125,3.72,1.3959,0.65,0.075,0.575
5.332,1.12095,0.725,0.0875,0.6375,3.72,1.0152,0.5375,0.1,0.4375
5.487,1.4382,0.55,0.0875,0.4625,1.302,0.61335,0.3125,0.1,0.2125
4.402,1.12095,0.8,0.075,0.725,2.511,1.05045,0.625,0.075,0.55
5.239,1.1421,0.8625,0.0875,0.775,3.255,0.81075,0.4375,0.1,0.3375
5.146,1.95285,0.3875,0.1,0.2875,2.356,0.5922,0.475,0.1,0.375
5.487,1.3959,0.5,0.1,0.4,4.681,1.13505,0.6125,0.0875,0.525
3.751,1.6779,1.7,0.0875,1.6125,3.41,0.6909,0.5125,0.0875,0.425
6.355,1.78365,0.9625,0.5,0.4625,3.007,0.7614,0.45,0.0625,0.3875
2.821,0.48645,1.4125,0.375,1.0375,3.348,0.8178,0.4375,0.0875,0.35
4.278,0.76845,0.8,0.325,0.475,1.86,0.5499,0.825,0.0875,0.7375
7.161,1.17735,0.7625,0.4125,0.35,5.797,1.0575,0.45,0.0875,0.3625
1.457,0.10575,0.4875,0.175,0.3125,2.635,0.8742,0.4125,0.0875,0.325
6.076,1.2126,1.4125,0.075,1.3375,2.821,0.9588,0.65,0.075,0.575
5.239,1.2831,0.675,0.0875,0.5875,4.216,0.564,0.5375,0.1125,0.425
4.96,1.10685,0.525,0.0875,0.4375,2.542,0.66975,0.4125,0.0625,0.35
5.146,1.4664,1.225,0.075,1.15,3.007,0.5922,0.5625,0.1,0.4625
7.688,1.31835,0.9,0.1375,0.7625,3.875,0.7896,0.475,0.075,0.4
8.184,1.5369,0.9125,0.125,0.7875,3.782,1.0152,0.7,0.0875,0.6125
4.836,1.51575,0.6125,0.0875,0.525,5.239,0.65565,0.85,0.1625,0.6875
5.58,1.40295,0.9375,0.0875,0.85,4.526,0.97995,0.5375,0.0875,0.45
6.572,1.128,1.0625,0.125,0.9375,3.348,0.76845,0.45,0.075,0.375
5.735,1.5792,0.55,0.125,0.425,3.534,0.47235,0.5375,0.0875,0.45
4.371,1.36065,0.475,0.125,0.35,3.069,0.7332,0.625,0.075,0.55
6.634,1.0716,0.9625,0.0875,0.875,3.627,0.6909,0.7,0.1625,0.5375
5.425,1.5933,1.0625,0.1125,0.95,4.774,1.0716,0.675,0.1375,0.5375
7.006,1.6497,0.95,0.1125,0.8375,5.146,0.987,0.5,0.1,0.4
8.5263,1.054625,1.4,0.2,1.2,2.573,0.90945,0.675,0.0875,0.5875
9.3411,1.04725,0.425,0.175,0.25,4.929,0.705,0.45,0.0875,0.3625
2.5026,0.472,0.9125,0.0625,0.85,3.348,1.0011,0.575,0.125,0.45
6.7803,0.848125,0.275,0.075,0.2,2.48,0.93765,0.875,0.0625,0.8125
1.6587,0.2655,1.0625,0.05,1.0125,4.557,0.7755,0.4375,0.1125,0.325
7.7988,1.01775,1.1125,0.125,0.9875,2.976,1.26195,0.675,0.075,0.6
8.6136,1.062,1.1875,0.15,1.0375,3.658,0.37365,0.65,0.1,0.55
5.2089,0.833375,0.85,0.15,0.7,4.278,1.07865,0.625,0.0625,0.5625
5.238,1.113625,0.9375,0.1125,0.825,1.612,0.1551,0.325,0.075,0.25
9.1083,0.89975,1.025,0.1125,0.9125,3.968,0.66975,0.8875,0.1,0.7875
8.0898,1.836375,1.25,0.175,1.075,5.766,0.705,0.7,0.1125,0.5875
10.1268,0.243375,1.0375,0.15,0.8875,3.937,0.47235,0.7,0.1,0.6
6.0528,0.60475,0.3125,0.1125,0.2,5.084,0.564,0.5875,0.1,0.4875
2.5899,1.13575,0.9875,0.0875,0.9,3.379,0.3807,0.525,0.1,0.425
6.984,1.688875,1,0.125,0.875,3.782,0.48645,0.4375,0.0625,0.375
6.6057,1.0325,0.9125,0.1,0.8125,3.875,0.61335,1.1,0.2,0.9
8.3808,1.3865,1.1375,0.125,1.0125,6.386,0.9588,1.0625,0.225,0.8375
5.4708,1.239,1.075,0.1125,0.9625,5.27,0.96585,0.85,0.1625,0.6875
7.7406,0.9735,1.15,0.1875,0.9625,5.425,1.0152,0.65,0.1125,0.5375
5.8782,1.2685,1.3625,0.1375,1.225,2.945,0.6486,0.6,0.075,0.525
8.7009,1.19475,1.2125,0.2125,1,5.58,0.88125,0.6375,0.1375,0.5
6.1401,0.789125,1.1625,0.175,0.9875,3.627,0.7473,0.7375,0.125,0.6125
8.4972,0.951375,1.1625,0.2375,0.925,5.301,0.846,0.525,0.0875,0.4375
5.5872,1.28325,1.1625,0.1625,1,3.317,0.9588,0.6875,0.0625,0.625
9.6612,1.003,1.225,0.2,1.025,5.301,1.1139,0.5,0.1125,0.3875
8.9628,1.733125,1.3875,0.1375,1.25,3.596,0.5358,0.55,0.1125,0.4375
8.1771,1.888,1.225,0.225,1,3.999,1.0011,0.575,0.0875,0.4875
8.9919,1.239,1.4625,0.3625,1.1,2.914,0.4935,0.45,0.0875,0.3625
8.2353,1.231625,1.0125,0.1375,0.875,3.658,0.9729,0.6,0.05,0.55
7.0131,1.216875,1.3625,0.1375,1.225,3.317,0.6768,0.4875,0.1,0.3875
9.3702,0.472,0.9375,0.1625,0.775,2.759,0.9165,0.45,0.1125,0.3375
6.3438,2.588625,1.375,0.1625,1.2125,3.255,0.5076,0.6625,0.1375,0.525
5.9946,1.423375,1.1,0.2125,0.8875,3.72,1.0152,0.675,0.125,0.55
7.857,1.143125,1.075,0.125,0.95,3.72,0.3948,0.5875,0.1125,0.475
6.9549,1.202125,1.25,0.1125,1.1375,3.162,0.52875,0.4625,0.0875,0.375
7.9443,1.5045,1.2625,0.3375,0.925,4.495,1.2126,0.7125,0.0875,0.625
8.1771,0.862875,1.15,0.1125,1.0375,3.534,0.9024,0.6625,0.1,0.5625
7.6242,1.239,1.2125,0.2,1.0125,4.371,0.987,0.625,0.15,0.475
9.0501,1.121,1.1375,0.175,0.9625,4.061,0.62745,0.6625,0.1625,0.5
5.3544,0.87025,1.125,0.15,0.975,3.503,0.52875,0.45,0.0625,0.3875
8.0607,0.6195,0.9375,0.2,0.7375,3.317,0.7896,0.6125,0.075,0.5375
5.82,1.78475,1.4625,0.125,1.3375,5.146,0.6204,0.775,0.1125,0.6625
5.921,1.81185,0.925,0.1125,0.8125,3.1,0.8601,0.475,0.1375,0.3375
6.665,1.02225,1.175,0.175,1,2.945,0.75435,0.55,0.0625,0.4875
5.642,1.54395,0.95,0.125,0.825,3.658,0.6063,0.425,0.0625,0.3625
5.363,1.89645,0.8625,0.0875,0.775,3.038,0.88125,0.5625,0.0625,0.5
6.076,1.51575,1.05,0.1,0.95,3.255,0.6063,0.575,0.175,0.4
6.045,0.92355,1.3,0.1375,1.1625,2.573,1.0434,0.5125,0.05,0.4625
6.541,1.17735,0.9875,0.2625,0.725,2.728,0.89535,0.425,0.0875,0.3375
4.402,1.67085,0.4375,0.1,0.3375,3.224,1.0857,0.25,0.0625,0.1875
2.821,0.6486,0.875,0.125,0.75,5.456,0.97995,0.525,0.075,0.45
3.689,1.96695,0.925,0.175,0.75,4.123,0.9165,0.7125,0.125,0.5875
6.169,1.13505,0.975,0.1625,0.8125,3.999,0.6486,0.375,0.1,0.275
5.797,1.4664,2.1375,0.275,1.8625,1.736,0.7896,0.325,0.075,0.25
6.324,1.52985,0.3125,0.1375,0.175,1.984,0.8319,0.2875,0.05,0.2375
6.913,1.50165,1.2,0.6125,0.5875,2.356,0.8742,0.4375,0.1,0.3375
4.061,0.92355,1.175,0.175,1,2.48,0.99405,0.425,0.0625,0.3625
5.549,0.846,0.5875,0.1125,0.475,2.046,0.7332,0.4625,0.05,0.4125
5.58,0.72615,1.1125,0.125,0.9875,2.232,0.9306,0.3125,0.0625,0.25
6.324,1.47345,0.8,0.15,0.65,2.139,1.1844,0.775,0.1125,0.6625
5.735,1.5369,1.2,0.1625,1.0375,3.751,0.6486,0.6375,0.1375,0.5
6.076,1.7907,1.2125,0.175,1.0375,2.015,0.8178,0.525,0.0875,0.4375
6.572,0.7755,0.425,0.1375,0.2875,4.805,0.6909,0.625,0.2875,0.3375
5.89,1.4382,0.9875,0.1625,0.825,3.255,0.6768,0.525,0.075,0.45
5.425,1.37475,1.3625,0.125,1.2375,2.48,0.846,0.4875,0.125,0.3625
6.851,0.19035,0.9125,0.15,0.7625,2.852,1.0293,0.55,0.075,0.475
7.626,0.64155,1.2875,0.2875,1,4.433,0.7896,0.3625,0.1,0.2625
4.557,1.8048,1.2625,0.1875,1.075,1.891,1.4382,0.4375,0.0625,0.375
5.58,0.4794,0.675,0.1625,0.5125,2.759,1.14915,0.675,0.1125,0.5625
7.857,0.8555,1.075,0.1625,0.9125,3.689,1.10685,0.7,0.075,0.625
7.7406,0.685875,1.1625,0.15,1.0125,4.929,0.6345,0.625,0.125,0.5
6.6639,0.72275,1.2,0.1125,1.0875,4.898,0.76845,0.375,0.1625,0.2125
4.365,0.944,0.9,0.1125,0.7875,3.162,0.7755,0.35,0.0625,0.2875
8.0316,1.025125,1.2125,0.125,1.0875,2.635,1.3254,0.5625,0.1125,0.45
7.1586,0.413,1.0875,0.1625,0.925,3.751,0.6486,0.725,0.0625,0.6625
7.6242,0.494125,0.8,0.2125,0.5875,5.177,0.9306,0.5375,0.0875,0.45
4.1322,0.7965,0.5125,0.0875,0.425,3.069,0.846,0.65,0.0625,0.5875
8.6136,1.1505,1.0875,0.1875,0.9,2.914,1.06455,0.5375,0.0625,0.475
6.0237,0.774375,0.9125,0.1375,0.775,4.03,0.8742,0.525,0.1,0.425
6.2274,0.826,1.075,0.0875,0.9875,3.875,0.6486,0.4375,0.0875,0.35
5.6163,0.700625,0.625,0.1625,0.4625,2.542,0.81075,0.4125,0.0625,0.35
8.7882,0.944,1.5125,0.175,1.3375,2.604,0.5922,0.5375,0.0625,0.475
7.3041,0.641625,1.1,0.1375,0.9625,3.348,0.8037,0.625,0.1125,0.5125
5.8782,0.494125,1.475,0.1625,1.3125,4.991,0.66975,0.825,0.1,0.725
7.2459,0.966125,1.1625,0.15,1.0125,5.208,0.6204,0.5875,0.0875,0.5
6.0819,0.803875,0.9875,0.1375,0.85,4.092,1.03635,0.6375,0.0875,0.55
6.7803,0.803875,0.9375,0.1375,0.8,1.891,0.846,0.55,0.125,0.425
4.6851,0.730125,1.225,0.175,1.05,4.495,1.1421,0.6375,0.1,0.5375
9.2829,0.936625,1.3875,0.3875,1,3.317,0.6486,0.5875,0.0625,0.525
6.4602,0.95875,1.325,0.1375,1.1875,3.906,0.8178,0.7125,0.1,0.6125
7.5369,0.848125,0.9875,0.1375,0.85,4.278,0.846,0.45,0.15,0.3
5.4708,0.89975,1.15,0.1375,1.0125,1.023,0.69795,0.4375,0.0875,0.35
7.1586,1.084125,1.425,0.1375,1.2875,2.666,0.65565,0.7375,0.125,0.6125
6.0237,0.767,1.0125,0.1625,0.85,4.34,0.8178,0.6875,0.3125,0.375
8.9337,0.95875,1.3375,0.25,1.0875,1.984,0.7614,0.3875,0.1,0.2875
8.4972,0.7965,1.225,0.15,1.075,2.666,1.00815,0.4625,0.075,0.3875
7.2168,0.81125,1.275,0.175,1.1,4.309,1.29015,0.6375,0.0875,0.55
7.857,0.995625,1.0375,0.1625,0.875,2.697,1.09275,0.675,0.275,0.4
4.8306,0.6785,0.7625,0.2125,0.55,1.395,0.6204,0.625,0.0625,0.5625
